DAY_OF_WEEK,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,DISTANCE,SCHEDULED_ARRIVAL
6,DL,ATL,MDT,1521,-1,620,1712
2,DL,ATL,MDT,2046,0,620,2230
2,F9,ATL,MDT,2046,0,620,2230
3,DL,ATL,MDT,2054,0,620,2239
3,WN,ATL,MDT,2046,3,620,2227
3,DL,ATL,MDT,2046,8,620,2230
6,DL,ATL,MDT,1521,9,620,1712
3,DL,ATL,MDT,950,11,620,1137
4,WN,ATL,MDT,2046,26,620,2230
7,WN,ATL,MDT,1521,30,620,1712
4,EV,ATL,MDT,2046,33,620,2230
6,DL,ATL,SCE,1915,-4,615,2104
2,DL,ATL,ORD,1327,-1,606,1435
3,DL,ATL,ORD,1725,-1,606,1827
5,DL,ATL,ORD,2159,-1,606,2258
5,DL,ATL,ORD,725,-1,606,830
6,DL,ATL,ORD,1909,-1,606,2015
6,DL,ATL,ORD,1910,-1,606,2019
6,DL,ATL,ORD,830,-1,606,940
2,DL,ATL,ORD,2030,0,606,2135
3,OO,ATL,ORD,1725,0,606,1827
4,DL,ATL,ORD,1050,0,606,1200
4,DL,ATL,ORD,1450,0,606,1558
5,DL,ATL,ORD,2159,0,606,2258
5,DL,ATL,ORD,1508,0,606,1615
5,EV,ATL,ORD,1105,0,606,1205
5,EV,ATL,ORD,725,0,606,830
6,EV,ATL,ORD,825,0,606,935
1,DL,ATL,ORD,1303,1,606,1408
2,US,ATL,ORD,2030,2,606,2135
4,EV,ATL,ORD,1050,2,606,1200
1,DL,ATL,ORD,1303,3,606,1408
2,MQ,ATL,ORD,2035,3,606,2143
3,DL,ATL,ORD,1725,3,606,1827
3,EV,ATL,ORD,1727,3,606,1832
1,DL,ATL,ORD,926,4,606,1025
2,DL,ATL,ORD,1328,4,606,1433
3,EV,ATL,ORD,1000,5,606,1100
6,DL,ATL,ORD,825,5,606,935
2,US,ATL,ORD,1303,6,606,1408
6,DL,ATL,ORD,1508,6,606,1616
2,DL,ATL,ORD,2030,7,606,2135
2,EV,ATL,ORD,2030,7,606,2135
5,DL,ATL,ORD,2159,7,606,2258
6,DL,ATL,ORD,1512,7,606,1619
7,DL,ATL,ORD,1909,8,606,2015
1,DL,ATL,ORD,920,9,606,1020
4,DL,ATL,ORD,1727,9,606,1830
5,DL,ATL,ORD,1105,9,606,1205
2,DL,ATL,ORD,1327,14,606,1435
2,DL,ATL,ORD,1327,15,606,1435
5,DL,ATL,ORD,2159,15,606,2300
2,EV,ATL,ORD,1303,18,606,1408
4,DL,ATL,ORD,1725,20,606,1827
1,DL,ATL,ORD,920,21,606,1020
2,DL,ATL,ORD,1616,25,606,1720
6,DL,ATL,ORD,1105,26,606,1205
3,EV,ATL,ORD,1327,28,606,1435
3,EV,ATL,ORD,1327,28,606,1435
5,DL,ATL,ORD,2159,28,606,2258
3,EV,ATL,ORD,2030,30,606,2137
3,EV,ATL,ORD,935,31,606,1035
7,US,ATL,ORD,1512,32,606,1619
2,EV,ATL,ORD,1955,35,606,2100
4,DL,ATL,ORD,2030,38,606,2137
7,DL,ATL,ORD,825,44,606,935
6,DL,ATL,ORD,1105,45,606,1205
4,DL,ATL,ORD,1327,51,606,1435
1,WN,ATL,ORD,1909,64,606,2015
4,WN,ATL,ORD,1955,77,606,2100
6,WN,ATL,ORD,1000,90,606,1100
5,F9,ATL,ORD,1727,93,606,1832
4,DL,ATL,ORD,1615,104,606,1722
3,DL,ATL,ORD,1910,105,606,2019
7,EV,ATL,ORD,1000,135,606,1100
6,DL,ATL,ORD,2035,166,606,2143
4,EV,ATL,ORD,1105,190,606,1205
2,DL,ATL,ORD,1327,206,606,1435
3,DL,ATL,MIA,2110,-16,594,2302
3,F9,ATL,MIA,2105,-14,594,2300
3,DL,ATL,MIA,2105,-10,594,2300
3,DL,ATL,MIA,2105,-9,594,2300
4,DL,ATL,DTW,1055,-9,594,1305
4,DL,ATL,DTW,1435,-9,594,1626
5,DL,ATL,MIA,815,-9,594,1012
1,DL,ATL,MIA,1619,0,594,1814
2,DL,ATL,MIA,955,0,594,1156
3,DL,ATL,MIA,2105,0,594,2300
3,MQ,ATL,DTW,2050,0,594,2255
4,DL,ATL,DTW,2150,0,594,2342
4,DL,ATL,DTW,2150,0,594,2343
4,OO,ATL,DTW,1050,0,594,1256
4,OO,ATL,DTW,1050,0,594,1256
5,DL,ATL,MIA,1110,0,594,1310
5,DL,ATL,MIA,2155,0,594,2351
5,DL,ATL,DTW,1055,0,594,1305
5,DL,ATL,DTW,1856,0,594,2058
5,DL,ATL,DTW,1856,0,594,2058
5,DL,ATL,MIA,1500,0,594,1655
5,EV,ATL,MIA,2155,0,594,2351
5,EV,ATL,DTW,725,0,594,926
5,WN,ATL,MIA,730,0,594,925
5,WN,ATL,MIA,2155,0,594,2351
6,DL,ATL,MIA,1905,0,594,2101
6,DL,ATL,MIA,1905,0,594,2101
6,WN,ATL,MIA,815,0,594,1011
7,DL,ATL,DTW,910,0,594,1109
7,DL,ATL,DTW,910,0,594,1109
7,DL,ATL,DTW,1545,0,594,1750
7,MQ,ATL,MIA,845,0,594,1038
7,OO,ATL,MIA,845,0,594,1038
2,DL,ATL,DTW,1650,1,594,1851
3,DL,ATL,MIA,1730,1,594,1929
3,EV,ATL,MIA,1730,1,594,1929
3,F9,ATL,MIA,1730,1,594,1929
7,DL,ATL,MIA,845,1,594,1038
1,DL,ATL,DTW,910,2,594,1109
2,DL,ATL,MIA,955,2,594,1155
2,EV,ATL,MIA,947,2,594,1146
4,DL,ATL,DTW,1435,2,594,1626
4,EV,ATL,DTW,1435,2,594,1626
4,US,ATL,DTW,1435,2,594,1626
5,EV,ATL,MIA,2155,2,594,2351
2,DL,ATL,DTW,2030,3,594,2228
3,EV,ATL,DTW,2050,3,594,2255
5,WN,ATL,MIA,1500,3,594,1655
6,DL,ATL,MIA,1905,3,594,2101
7,DL,ATL,DTW,1205,3,594,1407
2,DL,ATL,MIA,955,4,594,1156
4,DL,ATL,DTW,1740,4,594,1939
4,DL,ATL,DTW,1740,4,594,1939
2,DL,ATL,MIA,947,5,594,1146
5,DL,ATL,DTW,2150,5,594,2344
5,WN,ATL,MIA,2155,5,594,2351
6,DL,ATL,DTW,1120,5,594,1320
5,DL,ATL,MIA,2210,6,594,4
5,DL,ATL,DTW,1455,6,594,1655
6,DL,ATL,MIA,1905,6,594,2101
2,OO,ATL,DTW,1643,7,594,1843
3,EV,ATL,DTW,1355,7,594,1553
5,DL,ATL,MIA,2155,7,594,2351
5,DL,ATL,MIA,1110,7,594,1310
6,DL,ATL,DTW,1120,7,594,1320
4,DL,ATL,DTW,1755,8,594,1955
5,DL,ATL,MIA,1110,8,594,1310
7,DL,ATL,DTW,1545,8,594,1750
2,DL,ATL,MIA,947,9,594,1146
4,EV,ATL,DTW,1435,9,594,1626
2,DL,ATL,DTW,2030,10,594,2228
4,EV,ATL,DTW,1435,10,594,1626
5,DL,ATL,DTW,2150,10,594,2344
5,EV,ATL,DTW,2150,10,594,2343
3,DL,ATL,MIA,955,11,594,1155
3,EV,ATL,DTW,2050,11,594,2255
5,WN,ATL,DTW,2150,11,594,2342
4,AA,ATL,DTW,1355,16,594,1553
3,DL,ATL,DTW,1650,17,594,1851
5,DL,ATL,MIA,2155,17,594,2348
3,DL,ATL,MIA,1350,18,594,1549
3,DL,ATL,DTW,1643,18,594,1843
4,US,ATL,MIA,2105,18,594,2300
7,EV,ATL,MIA,1910,19,594,2108
1,AA,ATL,DTW,910,1,594,1110
4,DL,ATL,MIA,2110,20,594,2302
5,EV,ATL,DTW,1445,20,594,1649
1,EV,ATL,DTW,904,21,594,1104
5,EV,ATL,DTW,725,21,594,927
6,DL,ATL,MIA,1117,21,594,1318
5,EV,ATL,MIA,2155,23,594,2351
4,DL,ATL,MIA,1750,24,594,1948
4,DL,ATL,DTW,1355,25,594,1553
5,DL,ATL,DTW,725,25,594,926
5,WN,ATL,DTW,2150,25,594,2344
5,DL,ATL,MIA,2155,28,594,2350
7,DL,ATL,MIA,1905,30,594,2101
4,EV,ATL,MIA,2110,33,594,2302
1,EV,ATL,MIA,1905,38,594,2101
4,EV,ATL,DTW,2050,38,594,2255
4,DL,ATL,DTW,2030,43,594,2228
1,EV,ATL,MIA,1905,44,594,2101
6,WN,ATL,DTW,1445,44,594,1649
4,DL,ATL,MIA,2105,47,594,2300
7,DL,ATL,DTW,1445,51,594,1641
1,EV,ATL,DTW,1856,59,594,2057
4,WN,ATL,MIA,947,63,594,1146
3,WN,ATL,DTW,1600,77,594,1800
7,WN,ATL,DTW,1435,79,594,1626
1,WN,ATL,MIA,1905,81,594,2101
1,WN,ATL,MIA,1905,82,594,2101
1,WN,ATL,MIA,1619,0,594,1812
6,DL,ATL,MIA,2105,107,594,2300
1,UA,ATL,DTW,1755,133,594,1955
4,DL,ATL,MDW,1420,-9,591,1515
2,DL,ATL,MDW,1645,-8,591,1745
4,DL,ATL,MDW,605,-7,591,700
2,DL,ATL,MDW,1645,-6,591,1745
4,DL,ATL,MDW,1420,-6,591,1515
6,DL,ATL,MDW,825,-6,591,930
2,DL,ATL,MDW,1645,-5,591,1745
2,DL,ATL,MDW,1645,-5,591,1745
4,DL,ATL,MDW,605,-5,591,700
4,DL,ATL,MDW,1420,-5,591,1515
4,DL,ATL,MDW,1420,-5,591,1515
4,DL,ATL,MDW,605,-5,591,700
6,DL,ATL,MDW,825,-5,591,930
6,WN,ATL,MDW,825,-5,591,930
7,DL,ATL,MDW,1940,-5,591,2045
2,DL,ATL,MDW,1645,-4,591,1745
2,DL,ATL,MDW,1645,-4,591,1745
4,DL,ATL,MDW,1420,-4,591,1515
4,DL,ATL,MDW,605,-4,591,700
4,DL,ATL,MDW,605,-4,591,700
5,DL,ATL,MDW,1855,-4,591,1955
3,DL,ATL,MDW,1025,-3,591,1129
4,OO,ATL,MDW,605,-3,591,700
5,DL,ATL,MDW,815,-3,591,916
6,DL,ATL,MDW,825,-3,591,930
2,OO,ATL,MDW,2036,-2,591,2134
5,DL,ATL,MDW,1855,-2,591,1955
5,DL,ATL,MDW,1855,-2,591,1955
5,DL,ATL,MDW,1855,-2,591,1955
2,DL,ATL,MDW,2036,-1,591,2134
2,DL,ATL,MDW,2045,-1,591,2143
5,DL,ATL,MDW,1855,-1,591,1955
5,DL,ATL,MDW,1840,-1,591,1940
1,DL,ATL,MDW,934,0,591,1040
2,WN,ATL,MDW,2036,0,591,2136
4,DL,ATL,MDW,1420,0,591,1515
4,DL,ATL,MDW,1420,0,591,1515
4,EV,ATL,MDW,600,0,591,700
4,F9,ATL,MDW,1420,0,591,1515
4,DL,ATL,MDW,1420,1,591,1515
5,EV,ATL,MDW,1845,1,591,1945
2,DL,ATL,MDW,1645,2,591,1745
1,EV,ATL,MDW,1619,3,591,1717
2,DL,ATL,MDW,1645,3,591,1745
3,DL,ATL,MDW,2051,3,591,2152
3,WN,ATL,MDW,2045,7,591,2143
5,DL,ATL,MDW,1840,9,591,1940
3,DL,ATL,MDW,2036,18,591,2134
4,WN,ATL,MDW,1351,18,591,1449
4,DL,ATL,MDW,2051,20,591,2152
1,DL,ATL,MDW,1940,24,591,2045
3,DL,ATL,MDW,2036,28,591,2134
1,DL,ATL,MDW,1545,29,591,1645
1,EV,ATL,MDW,1940,30,591,2045
7,DL,ATL,MDW,1845,30,591,1945
4,UA,ATL,MDW,2045,31,591,2143
5,EV,ATL,MDW,2120,34,591,2225
7,EV,ATL,MDW,1855,34,591,1955
7,EV,ATL,MDW,1855,40,591,2000
4,DL,ATL,MDW,2050,51,591,2150
1,EV,ATL,MDW,1840,75,591,1940
1,EV,ATL,MDW,1855,77,591,1955
1,WN,ATL,MDW,1855,83,591,1955
7,US,ATL,MDW,1025,94,591,1129
1,US,ATL,MDW,1645,173,591,1745
3,DL,ATL,MDW,1351,207,591,1449
4,DL,ATL,XNA,1425,-8,589,1529
5,DL,ATL,XNA,815,-8,589,915
2,DL,ATL,XNA,2048,-6,589,2146
5,DL,ATL,XNA,1124,-6,589,1224
5,DL,ATL,XNA,1124,-6,589,1224
2,WN,ATL,XNA,2048,-5,589,2146
5,DL,ATL,XNA,1124,-5,589,1224
5,DL,ATL,XNA,1124,-5,589,1224
2,DL,ATL,XNA,1642,-4,589,1741
2,DL,ATL,XNA,2048,-4,589,2146
5,DL,ATL,XNA,1124,-4,589,1224
6,DL,ATL,XNA,1124,-4,589,1224
2,DL,ATL,XNA,2048,-3,589,2146
2,WN,ATL,XNA,1328,-3,589,1425
2,WN,ATL,XNA,2048,-3,589,2146
2,DL,ATL,XNA,1328,-2,589,1425
2,DL,ATL,XNA,2048,-2,589,2146
2,DL,ATL,XNA,2048,-2,589,2146
2,DL,ATL,XNA,1643,-2,589,1743
2,DL,ATL,XNA,2048,-2,589,2146
6,DL,ATL,XNA,815,-2,589,915
6,DL,ATL,XNA,815,-2,589,915
2,DL,ATL,XNA,1328,-1,589,1425
2,DL,ATL,XNA,1328,-1,589,1425
2,DL,ATL,XNA,1328,-1,589,1425
2,DL,ATL,XNA,1643,-1,589,1743
6,DL,ATL,XNA,815,-1,589,915
3,EV,ATL,XNA,2048,0,589,2146
6,EV,ATL,XNA,1124,1,589,1224
3,EV,ATL,XNA,2048,3,589,2146
6,DL,ATL,XNA,1124,3,589,1223
3,EV,ATL,XNA,2048,4,589,2146
3,DL,ATL,XNA,2048,6,589,2146
6,EV,ATL,XNA,1124,7,589,1224
2,DL,ATL,XNA,1643,12,589,1743
4,DL,ATL,XNA,1404,14,589,1459
3,WN,ATL,XNA,1643,16,589,1743
4,WN,ATL,XNA,1404,25,589,1501
7,EV,ATL,XNA,1124,41,589,1224
4,EV,ATL,XNA,1643,65,589,1743
4,EV,ATL,XNA,1643,79,589,1743
6,WN,ATL,XNA,2113,90,589,2214
6,US,ATL,XNA,2048,147,589,2146
6,DL,ATL,FLL,1135,-8,581,1335
5,DL,ATL,FLL,1855,-7,581,2050
2,DL,ATL,FLL,1655,-5,581,1850
3,DL,ATL,FLL,1725,-5,581,1918
4,DL,ATL,FLL,700,-5,581,848
4,DL,ATL,FLL,2147,-5,581,2339
4,DL,ATL,FLL,700,-5,581,848
5,DL,ATL,FLL,800,-5,581,954
6,DL,ATL,FLL,1135,-5,581,1335
6,DL,ATL,FLL,1200,-5,581,1354
7,DL,ATL,FLL,850,-5,581,1050
2,DL,ATL,FLL,1655,-3,581,1850
2,DL,ATL,FLL,1655,-3,581,1850
2,DL,ATL,FLL,1655,-3,581,1850
4,DL,ATL,FLL,700,-3,581,850
4,DL,ATL,FLL,700,-3,581,850
5,DL,ATL,FLL,1855,-3,581,2050
5,DL,ATL,FLL,1855,-3,581,2050
5,DL,ATL,FLL,1855,-3,581,2050
6,DL,ATL,FLL,1200,-3,581,1354
6,DL,ATL,FLL,1200,-3,581,1354
6,DL,ATL,FLL,1200,-3,581,1354
2,DL,ATL,FLL,2040,-2,581,2229
2,DL,ATL,FLL,2040,-2,581,2229
3,DL,ATL,FLL,1407,-2,581,1602
4,DL,ATL,FLL,2147,-2,581,2339
4,DL,ATL,FLL,700,-2,581,849
4,DL,ATL,FLL,700,-2,581,849
4,DL,ATL,FLL,2150,-2,581,2341
5,DL,ATL,FLL,1855,-2,581,2049
5,DL,ATL,FLL,1855,-2,581,2049
5,DL,ATL,FLL,1855,-2,581,2049
6,DL,ATL,FLL,1200,-2,581,1354
6,DL,ATL,FLL,1200,-2,581,1354
6,DL,ATL,FLL,1200,-2,581,1354
7,DL,ATL,FLL,845,-2,581,1040
7,DL,ATL,FLL,845,-2,581,1040
2,DL,ATL,FLL,950,-1,581,1154
2,DL,ATL,FLL,2040,-1,581,2229
2,DL,ATL,FLL,2040,-1,581,2230
2,DL,ATL,FLL,2040,-1,581,2230
4,AA,ATL,FLL,2147,-1,581,2339
4,DL,ATL,FLL,700,-1,581,848
4,DL,ATL,FLL,2147,-1,581,2339
4,DL,ATL,FLL,700,-1,581,849
5,DL,ATL,FLL,1855,-1,581,2049
5,DL,ATL,FLL,1855,-1,581,2049
5,DL,ATL,FLL,1855,-1,581,2050
7,DL,ATL,FLL,1200,-1,581,1354
2,DL,ATL,FLL,950,0,581,1153
2,DL,ATL,FLL,2040,0,581,2230
2,EV,ATL,FLL,2045,0,581,2235
2,WN,ATL,FLL,950,0,581,1152
3,DL,ATL,FLL,1407,0,581,1602
3,DL,ATL,FLL,1725,0,581,1918
3,DL,ATL,FLL,1725,0,581,1918
3,NK,ATL,FLL,1655,0,581,1850
4,DL,ATL,FLL,655,0,581,845
4,DL,ATL,FLL,700,0,581,849
4,DL,ATL,FLL,2147,0,581,2339
4,EV,ATL,FLL,700,0,581,850
4,WN,ATL,FLL,700,0,581,849
5,DL,ATL,FLL,1855,0,581,2049
5,DL,ATL,FLL,1855,0,581,2049
5,EV,ATL,FLL,1855,0,581,2050
6,DL,ATL,FLL,1511,0,581,1706
7,DL,ATL,FLL,1200,0,581,1354
1,DL,ATL,FLL,1300,1,581,1450
2,DL,ATL,FLL,2040,1,581,2230
2,EV,ATL,FLL,2040,1,581,2230
3,DL,ATL,FLL,1407,1,581,1602
3,DL,ATL,FLL,1725,1,581,1918
3,DL,ATL,FLL,1700,1,581,1852
3,DL,ATL,FLL,1009,1,581,1207
4,DL,ATL,FLL,2147,1,581,2339
4,US,ATL,FLL,1407,1,581,1602
5,EV,ATL,FLL,800,1,581,954
5,WN,ATL,FLL,1855,1,581,2050
2,DL,ATL,FLL,950,2,581,1153
3,DL,ATL,FLL,1700,2,581,1852
3,DL,ATL,FLL,1725,2,581,1918
3,DL,ATL,FLL,1725,2,581,1918
3,EV,ATL,FLL,1655,2,581,1850
4,DL,ATL,FLL,700,2,581,848
5,DL,ATL,FLL,1855,2,581,2049
5,DL,ATL,FLL,1830,2,581,2025
5,DL,ATL,FLL,1855,2,581,2050
6,DL,ATL,FLL,1510,2,581,1705
7,DL,ATL,FLL,1200,2,581,1354
7,EV,ATL,FLL,1200,2,581,1354
1,EV,ATL,FLL,1623,3,581,1814
2,DL,ATL,FLL,950,3,581,1150
2,DL,ATL,FLL,950,3,581,1153
2,WN,ATL,FLL,2040,3,581,2230
3,DL,ATL,FLL,1009,3,581,1207
4,DL,ATL,FLL,700,3,581,848
4,DL,ATL,FLL,700,3,581,848
4,EV,ATL,FLL,1407,3,581,1601
5,DL,ATL,FLL,1855,3,581,2049
5,DL,ATL,FLL,1100,3,581,1255
5,EV,ATL,FLL,1855,3,581,2049
5,EV,ATL,FLL,1845,3,581,2034
6,DL,ATL,FLL,1135,3,581,1335
1,DL,ATL,FLL,1623,4,581,1814
1,DL,ATL,FLL,1623,4,581,1814
3,DL,ATL,FLL,1400,4,581,1555
3,EV,ATL,FLL,1725,4,581,1918
4,DL,ATL,FLL,2147,4,581,2339
2,EV,ATL,FLL,2040,5,581,2230
2,US,ATL,FLL,1623,5,581,1814
3,DL,ATL,FLL,1725,5,581,1918
3,DL,ATL,FLL,1655,5,581,1850
3,DL,ATL,FLL,1009,5,581,1207
4,DL,ATL,FLL,700,5,581,849
5,DL,ATL,FLL,1845,5,581,2034
5,DL,ATL,FLL,1845,5,581,2034
2,WN,ATL,FLL,1623,6,581,1814
4,DL,ATL,FLL,1407,6,581,1602
3,WN,ATL,FLL,2040,7,581,2230
3,DL,ATL,FLL,1700,8,581,1852
3,DL,ATL,FLL,2045,9,581,2235
4,EV,ATL,FLL,700,9,581,850
5,WN,ATL,FLL,1845,9,581,2034
2,WN,ATL,FLL,1623,10,581,1814
6,WN,ATL,FLL,1855,10,581,2050
3,DL,ATL,FLL,1345,11,581,1540
5,DL,ATL,FLL,2145,11,581,2338
5,DL,ATL,FLL,2147,11,581,2339
5,DL,ATL,FLL,2147,12,581,2339
2,DL,ATL,FLL,1623,13,581,1814
3,DL,ATL,FLL,1345,13,581,1540
6,DL,ATL,FLL,1135,13,581,1335
6,DL,ATL,FLL,1510,13,581,1705
3,DL,ATL,FLL,1715,15,581,1905
3,DL,ATL,FLL,2050,15,581,2240
4,DL,ATL,FLL,1407,15,581,1602
4,DL,ATL,FLL,1407,15,581,1602
4,WN,ATL,FLL,1407,15,581,1602
6,DL,ATL,FLL,1135,15,581,1335
5,DL,ATL,FLL,1845,16,581,2034
5,WN,ATL,FLL,2145,16,581,2338
6,EV,ATL,FLL,1135,16,581,1335
3,DL,ATL,FLL,1345,18,581,1540
5,DL,ATL,FLL,1100,18,581,1255
5,DL,ATL,FLL,1100,19,581,1255
5,EV,ATL,FLL,2145,20,581,2338
1,DL,ATL,FLL,1200,21,581,1354
3,DL,ATL,FLL,2040,21,581,2230
4,DL,ATL,FLL,700,23,581,848
3,EV,ATL,FLL,1655,24,581,1850
3,DL,ATL,FLL,2040,25,581,2230
4,DL,ATL,FLL,1345,26,581,1540
2,DL,ATL,FLL,1623,27,581,1814
4,DL,ATL,FLL,2040,28,581,2230
5,WN,ATL,FLL,700,28,581,849
4,DL,ATL,FLL,1009,29,581,1207
2,OO,ATL,FLL,1600,33,581,1751
4,EV,ATL,FLL,1715,35,581,1905
7,WN,ATL,FLL,1855,35,581,2050
4,EV,ATL,FLL,1715,36,581,1905
5,EV,ATL,FLL,2147,36,581,2339
7,UA,ATL,FLL,1510,40,581,1705
7,DL,ATL,FLL,1845,42,581,2034
4,WN,ATL,FLL,1345,44,581,1540
5,EV,ATL,FLL,1015,46,581,1213
4,DL,ATL,FLL,1725,47,581,1918
6,WN,ATL,FLL,1100,47,581,1255
6,WN,ATL,FLL,2140,57,581,2335
1,EV,ATL,FLL,1855,60,581,2050
1,AA,ATL,FLL,1855,76,581,2050
5,EV,ATL,FLL,2040,79,581,2230
6,EV,ATL,FLL,2147,81,581,2339
2,DL,ATL,FLL,1500,94,581,1655
3,DL,ATL,FSM,2100,-9,579,2156
3,DL,ATL,FSM,2100,-9,579,2156
3,DL,ATL,FSM,2100,-8,579,2156
3,DL,ATL,FSM,1013,-7,579,1109
3,DL,ATL,FSM,2100,-6,579,2156
3,DL,ATL,FSM,1013,-5,579,1109
3,WN,ATL,FSM,2100,-5,579,2156
3,DL,ATL,FSM,2100,-4,579,2156
3,DL,ATL,FSM,2104,-4,579,2201
3,DL,ATL,FSM,2100,-2,579,2156
3,DL,ATL,FSM,2100,-2,579,2156
3,DL,ATL,FSM,1013,0,579,1109
3,EV,ATL,FSM,1013,0,579,1109
3,WN,ATL,FSM,1013,2,579,1109
3,DL,ATL,FSM,1013,3,579,1109
4,EV,ATL,FSM,2100,27,579,2156
4,WN,ATL,FSM,2100,28,579,2156
4,OO,ATL,FSM,2100,35,579,2156
1,DL,ATL,FSM,1530,38,579,1628
6,WN,ATL,FSM,1013,101,579,1109
4,DL,ATL,BWI,1100,-7,577,1250
5,DL,ATL,BWI,1100,-6,577,1250
1,DL,ATL,BWI,1250,-4,577,1435
4,DL,ATL,BWI,1425,-4,577,1615
4,DL,ATL,BWI,1425,-4,577,1615
4,DL,ATL,BWI,1800,-4,577,1945
4,DL,ATL,BWI,2155,-4,577,2345
5,DL,ATL,BWI,1510,-4,577,1700
5,DL,ATL,BWI,1905,-4,577,2053
5,DL,ATL,BWI,1905,-4,577,2055
2,DL,ATL,BWI,1630,-1,577,1819
4,DL,ATL,BWI,1425,-1,577,1615
4,DL,ATL,BWI,1425,-1,577,1615
5,AA,ATL,BWI,1510,-1,577,1700
5,DL,ATL,BWI,2155,-1,577,2345
5,DL,ATL,BWI,1110,-1,577,1300
5,DL,ATL,BWI,2155,-1,577,2345
5,DL,ATL,BWI,1510,-1,577,1700
6,DL,ATL,BWI,840,-1,577,1028
6,DL,ATL,BWI,1905,-1,577,2053
6,DL,ATL,BWI,1905,-1,577,2053
2,DL,ATL,BWI,956,0,577,1149
2,DL,ATL,BWI,1630,0,577,1819
2,EV,ATL,BWI,950,0,577,1143
2,WN,ATL,BWI,1630,0,577,1819
3,DL,ATL,BWI,1350,0,577,1539
4,DL,ATL,BWI,1425,0,577,1615
4,WN,ATL,BWI,1800,0,577,1945
5,DL,ATL,BWI,725,0,577,913
5,DL,ATL,BWI,1110,0,577,1300
5,DL,ATL,BWI,1510,0,577,1700
5,DL,ATL,BWI,2155,0,577,2345
5,DL,ATL,BWI,1510,0,577,1700
5,EV,ATL,BWI,2155,0,577,2345
5,F9,ATL,BWI,2155,0,577,2345
5,WN,ATL,BWI,725,0,577,913
5,WN,ATL,BWI,2155,0,577,2345
6,DL,ATL,BWI,815,0,577,1003
6,WN,ATL,BWI,840,0,577,1028
4,DL,ATL,BWI,1800,1,577,1945
4,EV,ATL,BWI,1425,1,577,1615
5,DL,ATL,BWI,1115,1,577,1305
5,EV,ATL,BWI,725,1,577,913
6,DL,ATL,BWI,1905,1,577,2053
6,DL,ATL,BWI,1905,1,577,2053
1,DL,ATL,BWI,1250,2,577,1435
3,DL,ATL,BWI,1400,2,577,1549
5,EV,ATL,BWI,2155,2,577,2345
4,EV,ATL,BWI,1800,3,577,1945
6,DL,ATL,BWI,1905,3,577,2053
6,DL,ATL,BWI,815,4,577,1003
1,DL,ATL,BWI,1620,5,577,1805
4,DL,ATL,BWI,1800,5,577,1945
6,DL,ATL,BWI,1510,5,577,1700
7,DL,ATL,BWI,840,5,577,1028
3,DL,ATL,BWI,1350,6,577,1539
5,DL,ATL,BWI,1110,6,577,1300
6,EV,ATL,BWI,1510,6,577,1700
2,DL,ATL,BWI,1620,8,577,1805
2,DL,ATL,BWI,1620,8,577,1805
4,WN,ATL,BWI,1800,9,577,1945
5,DL,ATL,BWI,2155,16,577,2344
4,DL,ATL,BWI,1030,19,577,1225
2,DL,ATL,BWI,1620,22,577,1805
7,EV,ATL,BWI,1905,22,577,2053
4,EV,ATL,BWI,1425,23,577,1615
3,WN,ATL,BWI,2025,24,577,2205
4,DL,ATL,BWI,1425,25,577,1615
5,EV,ATL,BWI,2155,25,577,2344
4,DL,ATL,BWI,1350,26,577,1539
3,WN,ATL,BWI,1630,29,577,1820
5,EV,ATL,BWI,1800,29,577,1945
2,DL,ATL,BWI,1620,30,577,1805
7,DL,ATL,BWI,1905,30,577,2053
7,DL,ATL,BWI,1905,31,577,2053
3,DL,ATL,BWI,1620,37,577,1805
3,DL,ATL,BWI,2025,37,577,2205
6,WN,ATL,BWI,2200,38,577,2349
7,DL,ATL,BWI,1850,46,577,2040
4,F9,ATL,BWI,956,49,577,1149
6,DL,ATL,BWI,2145,49,577,2335
6,EV,ATL,BWI,2200,51,577,2349
6,EV,ATL,BWI,2155,72,577,2345
7,WN,ATL,BWI,1800,85,577,1945
4,WN,ATL,BWI,1630,88,577,1819
3,DL,ATL,BWI,1835,141,577,2025
1,WN,ATL,BWI,1620,0,577,1805
2,DL,ATL,SBN,1004,-18,566,1154
4,DL,ATL,SBN,1756,-15,566,1946
4,DL,ATL,SBN,1745,-9,566,1934
4,DL,ATL,SBN,1746,-8,566,1936
2,DL,ATL,SBN,1004,-7,566,1154
2,DL,ATL,SBN,1004,-7,566,1154
2,DL,ATL,SBN,1004,-7,566,1154
4,DL,ATL,SBN,1756,-7,566,1946
4,DL,ATL,SBN,1746,-7,566,1936
4,DL,ATL,SBN,1756,-6,566,1946
4,DL,ATL,SBN,1756,-5,566,1946
4,DL,ATL,SBN,1745,-5,566,1936
6,DL,ATL,SBN,1525,-5,566,1722
6,DL,ATL,SBN,1525,-5,566,1722
6,DL,ATL,SBN,1525,-5,566,1722
6,DL,ATL,SBN,1525,-4,566,1722
6,DL,ATL,SBN,1525,-4,566,1722
7,DL,ATL,SBN,1935,-4,566,2125
3,DL,ATL,SBN,1004,-3,566,1153
4,WN,ATL,SBN,1756,-3,566,1946
6,DL,ATL,SBN,1525,-1,566,1722
7,DL,ATL,SBN,1935,-1,566,2125
